slug;nom;famille;donnee;valeur;unite;source;supposee;alertes
tube-carre-60x60x3mm-en-acier;Tube carré 60x60x3mm en acier;tube-carre;h;60;mm;nom du produit;;
tube-carre-60x60x3mm-en-acier;Tube carré 60x60x3mm en acier;tube-carre;b;60;mm;nom du produit;;
tube-carre-60x60x3mm-en-acier;Tube carré 60x60x3mm en acier;tube-carre;t;3;mm;nom du produit;;
tube-carre-60x60x3mm-en-acier;Tube carré 60x60x3mm en acier;tube-carre;r1;6;mm;fiche fournisseur publiée sur le site — TUBE CARRE ACIERS GROSJEAN 4.pdf (EN 10219) — rayon extérieur, non affiché;;
tube-carre-60x60x3mm-en-acier;Tube carré 60x60x3mm en acier;tube-carre;poids;5,32;kg/m;site actuel — fiche produit;;
tube-carre-60x60x3mm-en-acier;Tube carré 60x60x3mm en acier;tube-carre;procede;Formé à froid;;site actuel — description de la fiche (« formage à froid à partir de tôles laminées à chaud »);;
tube-carre-60x60x3mm-en-acier;Tube carré 60x60x3mm en acier;tube-carre;finition;BRUT;;vraies photos du site actuel (tubes, groupes G045 et G048) — non affichée;oui;
tube-carre-60x60x4mm-en-acier;Tube carré 60x60x4mm en acier;tube-carre;serie;TC;;nom du produit;;
tube-carre-60x60x4mm-en-acier;Tube carré 60x60x4mm en acier;tube-carre;h;60;mm;nom du produit;;
tube-carre-60x60x4mm-en-acier;Tube carré 60x60x4mm en acier;tube-carre;b;60;mm;nom du produit;;
tube-carre-60x60x4mm-en-acier;Tube carré 60x60x4mm en acier;tube-carre;t;4;mm;nom du produit;;
tube-carre-60x60x4mm-en-acier;Tube carré 60x60x4mm en acier;tube-carre;r1;8;mm;fiche fournisseur publiée sur le site — TUBE CARRE ACIERS GROSJEAN 4.pdf (EN 10219) — rayon extérieur, non affiché;;
tube-carre-60x60x4mm-en-acier;Tube carré 60x60x4mm en acier;tube-carre;poids;6,87;kg/m;site actuel — fiche produit;;
tube-carre-60x60x4mm-en-acier;Tube carré 60x60x4mm en acier;tube-carre;procede;Formé à froid;;site actuel — description de la fiche (« formage à froid à partir de tôles laminées à chaud »);;
tube-carre-60x60x4mm-en-acier;Tube carré 60x60x4mm en acier;tube-carre;finition;BRUT;;vraies photos du site actuel (tubes, groupes G045 et G048) — non affichée;oui;
tube-carre-60x60x5mm-en-acier;Tube carré 60x60x5mm en acier;tube-carre;serie;TC;;nom du produit;;
tube-carre-60x60x5mm-en-acier;Tube carré 60x60x5mm en acier;tube-carre;h;60;mm;nom du produit;;
tube-carre-60x60x5mm-en-acier;Tube carré 60x60x5mm en acier;tube-carre;b;60;mm;nom du produit;;
tube-carre-60x60x5mm-en-acier;Tube carré 60x60x5mm en acier;tube-carre;t;5;mm;nom du produit;;
tube-carre-60x60x5mm-en-acier;Tube carré 60x60x5mm en acier;tube-carre;r1;10;mm;fiche fournisseur publiée sur le site — TUBE CARRE ACIERS GROSJEAN 4.pdf (EN 10219) — rayon extérieur, non affiché;;
tube-carre-60x60x5mm-en-acier;Tube carré 60x60x5mm en acier;tube-carre;poids;8,33;kg/m;site actuel — fiche produit;;
tube-carre-60x60x5mm-en-acier;Tube carré 60x60x5mm en acier;tube-carre;procede;Formé à froid;;site actuel — description de la fiche (« formage à froid à partir de tôles laminées à chaud »);;
tube-carre-60x60x5mm-en-acier;Tube carré 60x60x5mm en acier;tube-carre;finition;BRUT;;vraies photos du site actuel (tubes, groupes G045 et G048) — non affichée;oui;
tube-carre-70x70x3mm-en-acier;Tube carré 70x70x3mm en acier;tube-carre;serie;TC;;nom du produit;;
tube-carre-70x70x3mm-en-acier;Tube carré 70x70x3mm en acier;tube-carre;h;70;mm;nom du produit;;
tube-carre-70x70x3mm-en-acier;Tube carré 70x70x3mm en acier;tube-carre;b;70;mm;nom du produit;;
tube-carre-70x70x3mm-en-acier;Tube carré 70x70x3mm en acier;tube-carre;t;3;mm;nom du produit;;
tube-carre-70x70x3mm-en-acier;Tube carré 70x70x3mm en acier;tube-carre;r1;6;mm;fiche fournisseur publiée sur le site — TUBE CARRE ACIERS GROSJEAN 4.pdf (EN 10219) — rayon extérieur, non affiché;;
tube-carre-70x70x3mm-en-acier;Tube carré 70x70x3mm en acier;tube-carre;poids;6,28;kg/m;site actuel — fiche produit;;
tube-carre-70x70x3mm-en-acier;Tube carré 70x70x3mm en acier;tube-carre;procede;Formé à froid;;site actuel — description de la fiche (« formage à froid à partir de tôles laminées à chaud »);;
tube-carre-70x70x3mm-en-acier;Tube carré 70x70x3mm en acier;tube-carre;finition;BRUT;;vraies photos du site actuel (tubes, groupes G045 et G048) — non affichée;oui;
tube-carre-70x70x4mm-en-acier;Tube carré 70x70x4mm en acier;tube-carre;serie;TC;;nom du produit;;
tube-carre-70x70x4mm-en-acier;Tube carré 70x70x4mm en acier;tube-carre;h;70;mm;nom du produit;;
tube-carre-70x70x4mm-en-acier;Tube carré 70x70x4mm en acier;tube-carre;b;70;mm;nom du produit;;
tube-carre-70x70x4mm-en-acier;Tube carré 70x70x4mm en acier;tube-carre;t;4;mm;nom du produit;;
tube-carre-70x70x4mm-en-acier;Tube carré 70x70x4mm en acier;tube-carre;r1;8;mm;fiche fournisseur publiée sur le site — TUBE CARRE ACIERS GROSJEAN 4.pdf (EN 10219) — rayon extérieur, non affiché;;
tube-carre-70x70x4mm-en-acier;Tube carré 70x70x4mm en acier;tube-carre;poids;8,16;kg/m;site actuel — fiche produit;;
tube-carre-70x70x4mm-en-acier;Tube carré 70x70x4mm en acier;tube-carre;procede;Formé à froid;;site actuel — description de la fiche (« formage à froid à partir de tôles laminées à chaud »);;
tube-carre-70x70x4mm-en-acier;Tube carré 70x70x4mm en acier;tube-carre;finition;BRUT;;vraies photos du site actuel (tubes, groupes G045 et G048) — non affichée;oui;
tube-carre-70x70x5mm-en-acier;Tube carré 70x70x5mm en acier;tube-carre;serie;TC;;nom du produit;;
tube-carre-70x70x5mm-en-acier;Tube carré 70x70x5mm en acier;tube-carre;h;70;mm;nom du produit;;
tube-carre-70x70x5mm-en-acier;Tube carré 70x70x5mm en acier;tube-carre;b;70;mm;nom du produit;;
tube-carre-70x70x5mm-en-acier;Tube carré 70x70x5mm en acier;tube-carre;t;5;mm;nom du produit;;
tube-carre-70x70x5mm-en-acier;Tube carré 70x70x5mm en acier;tube-carre;r1;10;mm;fiche fournisseur publiée sur le site — TUBE CARRE ACIERS GROSJEAN 4.pdf (EN 10219) — rayon extérieur, non affiché;;
tube-carre-70x70x5mm-en-acier;Tube carré 70x70x5mm en acier;tube-carre;poids;9,93;kg/m;site actuel — fiche produit;;
tube-carre-70x70x5mm-en-acier;Tube carré 70x70x5mm en acier;tube-carre;procede;Formé à froid;;site actuel — description de la fiche (« formage à froid à partir de tôles laminées à chaud »);;
tube-carre-70x70x5mm-en-acier;Tube carré 70x70x5mm en acier;tube-carre;finition;BRUT;;vraies photos du site actuel (tubes, groupes G045 et G048) — non affichée;oui;
tube-carre-80x80x3mm-en-acier;Tube carré 80x80x3mm en acier;tube-carre;serie;TC;;nom du produit;;
tube-carre-80x80x3mm-en-acier;Tube carré 80x80x3mm en acier;tube-carre;h;80;mm;nom du produit;;
tube-carre-80x80x3mm-en-acier;Tube carré 80x80x3mm en acier;tube-carre;b;80;mm;nom du produit;;
tube-carre-80x80x3mm-en-acier;Tube carré 80x80x3mm en acier;tube-carre;t;3;mm;nom du produit;;
tube-carre-80x80x3mm-en-acier;Tube carré 80x80x3mm en acier;tube-carre;r1;6;mm;fiche fournisseur publiée sur le site — TUBE CARRE ACIERS GROSJEAN 4.pdf (EN 10219) — rayon extérieur, non affiché;;
tube-carre-80x80x3mm-en-acier;Tube carré 80x80x3mm en acier;tube-carre;poids;7,24;kg/m;site actuel — fiche produit;;
tube-carre-80x80x3mm-en-acier;Tube carré 80x80x3mm en acier;tube-carre;procede;Formé à froid;;site actuel — description de la fiche (« formage à froid à partir de tôles laminées à chaud »);;
tube-carre-80x80x3mm-en-acier;Tube carré 80x80x3mm en acier;tube-carre;finition;BRUT;;vraies photos du site actuel (tubes, groupes G045 et G048) — non affichée;oui;
tube-carre-80x80x4mm-en-acier;Tube carré 80x80x4mm en acier;tube-carre;serie;TC;;nom du produit;;
tube-carre-80x80x4mm-en-acier;Tube carré 80x80x4mm en acier;tube-carre;h;80;mm;nom du produit;;
tube-carre-80x80x4mm-en-acier;Tube carré 80x80x4mm en acier;tube-carre;b;80;mm;nom du produit;;
tube-carre-80x80x4mm-en-acier;Tube carré 80x80x4mm en acier;tube-carre;t;4;mm;nom du produit;;
tube-carre-80x80x4mm-en-acier;Tube carré 80x80x4mm en acier;tube-carre;r1;8;mm;fiche fournisseur publiée sur le site — TUBE CARRE ACIERS GROSJEAN 4.pdf (EN 10219) — rayon extérieur, non affiché;;
tube-carre-80x80x4mm-en-acier;Tube carré 80x80x4mm en acier;tube-carre;poids;9,44;kg/m;site actuel — fiche produit;;
tube-carre-80x80x4mm-en-acier;Tube carré 80x80x4mm en acier;tube-carre;procede;Formé à froid;;site actuel — description de la fiche (« formage à froid à partir de tôles laminées à chaud »);;
tube-carre-80x80x4mm-en-acier;Tube carré 80x80x4mm en acier;tube-carre;finition;BRUT;;vraies photos du site actuel (tubes, groupes G045 et G048) — non affichée;oui;
tube-carre-80x80x5mm-en-acier;Tube carré 80x80x5mm en acier;tube-carre;serie;TC;;nom du produit;;
tube-carre-80x80x5mm-en-acier;Tube carré 80x80x5mm en acier;tube-carre;h;80;mm;nom du produit;;
tube-carre-80x80x5mm-en-acier;Tube carré 80x80x5mm en acier;tube-carre;b;80;mm;nom du produit;;
tube-carre-80x80x5mm-en-acier;Tube carré 80x80x5mm en acier;tube-carre;t;5;mm;nom du produit;;
tube-carre-80x80x5mm-en-acier;Tube carré 80x80x5mm en acier;tube-carre;r1;10;mm;fiche fournisseur publiée sur le site — TUBE CARRE ACIERS GROSJEAN 4.pdf (EN 10219) — rayon extérieur, non affiché;;
tube-carre-80x80x5mm-en-acier;Tube carré 80x80x5mm en acier;tube-carre;poids;11,57;kg/m;site actuel — fiche produit;;
tube-carre-80x80x5mm-en-acier;Tube carré 80x80x5mm en acier;tube-carre;procede;Formé à froid;;site actuel — description de la fiche (« formage à froid à partir de tôles laminées à chaud »);;
tube-carre-80x80x5mm-en-acier;Tube carré 80x80x5mm en acier;tube-carre;finition;BRUT;;vraies photos du site actuel (tubes, groupes G045 et G048) — non affichée;oui;
tube-carre-90x90x3mm-en-acier;Tube carré 90x90x3mm en acier;tube-carre;serie;TC;;nom du produit;;
tube-carre-90x90x3mm-en-acier;Tube carré 90x90x3mm en acier;tube-carre;h;90;mm;nom du produit;;
tube-carre-90x90x3mm-en-acier;Tube carré 90x90x3mm en acier;tube-carre;b;90;mm;nom du produit;;
tube-carre-90x90x3mm-en-acier;Tube carré 90x90x3mm en acier;tube-carre;t;3;mm;nom du produit;;
tube-carre-90x90x3mm-en-acier;Tube carré 90x90x3mm en acier;tube-carre;r1;6;mm;fiche fournisseur publiée sur le site — TUBE CARRE ACIERS GROSJEAN 4.pdf (EN 10219) — rayon extérieur, non affiché;;
tube-carre-90x90x3mm-en-acier;Tube carré 90x90x3mm en acier;tube-carre;poids;8,2;kg/m;site actuel — fiche produit;;
tube-carre-90x90x3mm-en-acier;Tube carré 90x90x3mm en acier;tube-carre;procede;Formé à froid;;site actuel — description de la fiche (« formage à froid à partir de tôles laminées à chaud »);;
tube-carre-90x90x3mm-en-acier;Tube carré 90x90x3mm en acier;tube-carre;finition;BRUT;;vraies photos du site actuel (tubes, groupes G045 et G048) — non affichée;oui;
tube-rectangle-100x50x3mm-en-acier;Tube rectangle 100x50x3mm en acier;tube-rectangulaire;serie;TR;;nom du produit;;poids site 7.05 kg/m ≠ fournisseur 6.73 kg/m (écart > 3 %) : non affiché
tube-rectangle-100x50x3mm-en-acier;Tube rectangle 100x50x3mm en acier;tube-rectangulaire;h;100;mm;nom du produit;;poids site 7.05 kg/m ≠ fournisseur 6.73 kg/m (écart > 3 %) : non affiché
tube-rectangle-100x50x3mm-en-acier;Tube rectangle 100x50x3mm en acier;tube-rectangulaire;b;50;mm;nom du produit;;poids site 7.05 kg/m ≠ fournisseur 6.73 kg/m (écart > 3 %) : non affiché
tube-rectangle-100x50x3mm-en-acier;Tube rectangle 100x50x3mm en acier;tube-rectangulaire;t;3;mm;nom du produit;;poids site 7.05 kg/m ≠ fournisseur 6.73 kg/m (écart > 3 %) : non affiché
tube-rectangle-100x50x3mm-en-acier;Tube rectangle 100x50x3mm en acier;tube-rectangulaire;r1;6;mm;fiche fournisseur publiée sur le site — TUBE CARRE ACIERS GROSJEAN 4.pdf (EN 10219) — rayon extérieur, non affiché;;poids site 7.05 kg/m ≠ fournisseur 6.73 kg/m (écart > 3 %) : non affiché
tube-rectangle-100x50x3mm-en-acier;Tube rectangle 100x50x3mm en acier;tube-rectangulaire;poids;7,05;kg/m;site actuel — fiche produit — écart > 3 % avec le poids fournisseur 6.73 kg/m, non affiché (questions en attente);oui;poids site 7.05 kg/m ≠ fournisseur 6.73 kg/m (écart > 3 %) : non affiché
tube-rectangle-100x50x3mm-en-acier;Tube rectangle 100x50x3mm en acier;tube-rectangulaire;procede;Formé à froid;;site actuel — description de la fiche (« formage à froid à partir de tôles laminées à chaud »);;poids site 7.05 kg/m ≠ fournisseur 6.73 kg/m (écart > 3 %) : non affiché
tube-rectangle-100x50x3mm-en-acier;Tube rectangle 100x50x3mm en acier;tube-rectangulaire;finition;BRUT;;vraies photos du site actuel (tubes, groupes G045 et G048) — non affichée;oui;poids site 7.05 kg/m ≠ fournisseur 6.73 kg/m (écart > 3 %) : non affiché
tube-rectangle-100x50x4mm-en-acier;Tube rectangle 100x50x4mm en acier;tube-rectangulaire;serie;TR;;nom du produit;;
tube-rectangle-100x50x4mm-en-acier;Tube rectangle 100x50x4mm en acier;tube-rectangulaire;h;100;mm;nom du produit;;
tube-rectangle-100x50x4mm-en-acier;Tube rectangle 100x50x4mm en acier;tube-rectangulaire;b;50;mm;nom du produit;;
tube-rectangle-100x50x4mm-en-acier;Tube rectangle 100x50x4mm en acier;tube-rectangulaire;t;4;mm;nom du produit;;
tube-rectangle-100x50x4mm-en-acier;Tube rectangle 100x50x4mm en acier;tube-rectangulaire;r1;8;mm;fiche fournisseur publiée sur le site — TUBE CARRE ACIERS GROSJEAN 4.pdf (EN 10219) — rayon extérieur, non affiché;;
tube-rectangle-100x50x4mm-en-acier;Tube rectangle 100x50x4mm en acier;tube-rectangulaire;poids;8,99;kg/m;site actuel — fiche produit;;
tube-rectangle-100x50x4mm-en-acier;Tube rectangle 100x50x4mm en acier;tube-rectangulaire;procede;Formé à froid;;site actuel — description de la fiche (« formage à froid à partir de tôles laminées à chaud »);;
tube-rectangle-100x50x4mm-en-acier;Tube rectangle 100x50x4mm en acier;tube-rectangulaire;finition;BRUT;;vraies photos du site actuel (tubes, groupes G045 et G048) — non affichée;oui;
tube-rectangle-120x60x3mm-en-acier;Tube rectangle 120x60x3mm en acier;tube-rectangulaire;serie;TR;;nom du produit;;poids site 8.52 kg/m ≠ fournisseur 8.17 kg/m (écart > 3 %) : non affiché
tube-rectangle-120x60x3mm-en-acier;Tube rectangle 120x60x3mm en acier;tube-rectangulaire;h;120;mm;nom du produit;;poids site 8.52 kg/m ≠ fournisseur 8.17 kg/m (écart > 3 %) : non affiché
tube-rectangle-120x60x3mm-en-acier;Tube rectangle 120x60x3mm en acier;tube-rectangulaire;b;60;mm;nom du produit;;poids site 8.52 kg/m ≠ fournisseur 8.17 kg/m (écart > 3 %) : non affiché
tube-rectangle-120x60x3mm-en-acier;Tube rectangle 120x60x3mm en acier;tube-rectangulaire;t;3;mm;nom du produit;;poids site 8.52 kg/m ≠ fournisseur 8.17 kg/m (écart > 3 %) : non affiché
tube-rectangle-120x60x3mm-en-acier;Tube rectangle 120x60x3mm en acier;tube-rectangulaire;r1;6;mm;fiche fournisseur publiée sur le site — TUBE CARRE ACIERS GROSJEAN 4.pdf (EN 10219) — rayon extérieur, non affiché;;poids site 8.52 kg/m ≠ fournisseur 8.17 kg/m (écart > 3 %) : non affiché
tube-rectangle-120x60x3mm-en-acier;Tube rectangle 120x60x3mm en acier;tube-rectangulaire;poids;8,52;kg/m;site actuel — fiche produit — écart > 3 % avec le poids fournisseur 8.17 kg/m, non affiché (questions en attente);oui;poids site 8.52 kg/m ≠ fournisseur 8.17 kg/m (écart > 3 %) : non affiché
tube-rectangle-120x60x3mm-en-acier;Tube rectangle 120x60x3mm en acier;tube-rectangulaire;procede;Formé à froid;;site actuel — description de la fiche (« formage à froid à partir de tôles laminées à chaud »);;poids site 8.52 kg/m ≠ fournisseur 8.17 kg/m (écart > 3 %) : non affiché
tube-rectangle-120x60x3mm-en-acier;Tube rectangle 120x60x3mm en acier;tube-rectangulaire;finition;BRUT;;vraies photos du site actuel (tubes, groupes G045 et G048) — non affichée;oui;poids site 8.52 kg/m ≠ fournisseur 8.17 kg/m (écart > 3 %) : non affiché
tube-rectangle-120x60x4mm-en-acier;Tube rectangle 120x60x4mm en acier;tube-rectangulaire;serie;TR;;nom du produit;;
tube-rectangle-120x60x4mm-en-acier;Tube rectangle 120x60x4mm en acier;tube-rectangulaire;h;120;mm;nom du produit;;
tube-rectangle-120x60x4mm-en-acier;Tube rectangle 120x60x4mm en acier;tube-rectangulaire;b;60;mm;nom du produit;;
tube-rectangle-120x60x4mm-en-acier;Tube rectangle 120x60x4mm en acier;tube-rectangulaire;t;4;mm;nom du produit;;
tube-rectangle-120x60x4mm-en-acier;Tube rectangle 120x60x4mm en acier;tube-rectangulaire;r1;8;mm;fiche fournisseur publiée sur le site — TUBE CARRE ACIERS GROSJEAN 4.pdf (EN 10219) — rayon extérieur, non affiché;;
tube-rectangle-120x60x4mm-en-acier;Tube rectangle 120x60x4mm en acier;tube-rectangulaire;poids;10,96;kg/m;site actuel — fiche produit;;
tube-rectangle-120x60x4mm-en-acier;Tube rectangle 120x60x4mm en acier;tube-rectangulaire;procede;Formé à froid;;site actuel — description de la fiche (« formage à froid à partir de tôles laminées à chaud »);;
tube-rectangle-120x60x4mm-en-acier;Tube rectangle 120x60x4mm en acier;tube-rectangulaire;finition;BRUT;;vraies photos du site actuel (tubes, groupes G045 et G048) — non affichée;oui;
tube-rectangle-200x100x5mm-en-acier;Tube rectangle 200x100x5mm en acier;tube-rectangulaire;serie;TR;;nom du produit;;poids site 23.45 kg/m ≠ fournisseur 22.68 kg/m (écart > 3 %) : non affiché
tube-rectangle-200x100x5mm-en-acier;Tube rectangle 200x100x5mm en acier;tube-rectangulaire;h;200;mm;nom du produit;;poids site 23.45 kg/m ≠ fournisseur 22.68 kg/m (écart > 3 %) : non affiché
tube-rectangle-200x100x5mm-en-acier;Tube rectangle 200x100x5mm en acier;tube-rectangulaire;b;100;mm;nom du produit;;poids site 23.45 kg/m ≠ fournisseur 22.68 kg/m (écart > 3 %) : non affiché
tube-rectangle-200x100x5mm-en-acier;Tube rectangle 200x100x5mm en acier;tube-rectangulaire;t;5;mm;nom du produit;;poids site 23.45 kg/m ≠ fournisseur 22.68 kg/m (écart > 3 %) : non affiché
tube-rectangle-200x100x5mm-en-acier;Tube rectangle 200x100x5mm en acier;tube-rectangulaire;r1;10;mm;fiche fournisseur publiée sur le site — TUBE CARRE ACIERS GROSJEAN 4.pdf (EN 10219) — rayon extérieur, non affiché;;poids site 23.45 kg/m ≠ fournisseur 22.68 kg/m (écart > 3 %) : non affiché
tube-rectangle-200x100x5mm-en-acier;Tube rectangle 200x100x5mm en acier;tube-rectangulaire;poids;23,45;kg/m;site actuel — fiche produit — écart > 3 % avec le poids fournisseur 22.68 kg/m, non affiché (questions en attente);oui;poids site 23.45 kg/m ≠ fournisseur 22.68 kg/m (écart > 3 %) : non affiché
tube-rectangle-200x100x5mm-en-acier;Tube rectangle 200x100x5mm en acier;tube-rectangulaire;procede;Formé à froid;;site actuel — description de la fiche (« formage à froid à partir de tôles laminées à chaud »);;poids site 23.45 kg/m ≠ fournisseur 22.68 kg/m (écart > 3 %) : non affiché
tube-rectangle-200x100x5mm-en-acier;Tube rectangle 200x100x5mm en acier;tube-rectangulaire;finition;BRUT;;vraies photos du site actuel (tubes, groupes G045 et G048) — non affichée;oui;poids site 23.45 kg/m ≠ fournisseur 22.68 kg/m (écart > 3 %) : non affiché
tube-rectangle-30x15x2mm-en-acier;Tube rectangle 30x15x2mm en acier;tube-rectangulaire;serie;TR;;nom du produit;;poids site 1.31 kg/m ≠ fournisseur 1.23 kg/m (écart > 3 %) : non affiché
tube-rectangle-30x15x2mm-en-acier;Tube rectangle 30x15x2mm en acier;tube-rectangulaire;h;30;mm;nom du produit;;poids site 1.31 kg/m ≠ fournisseur 1.23 kg/m (écart > 3 %) : non affiché
tube-rectangle-30x15x2mm-en-acier;Tube rectangle 30x15x2mm en acier;tube-rectangulaire;b;15;mm;nom du produit;;poids site 1.31 kg/m ≠ fournisseur 1.23 kg/m (écart > 3 %) : non affiché
tube-rectangle-30x15x2mm-en-acier;Tube rectangle 30x15x2mm en acier;tube-rectangulaire;t;2;mm;nom du produit;;poids site 1.31 kg/m ≠ fournisseur 1.23 kg/m (écart > 3 %) : non affiché
tube-rectangle-30x15x2mm-en-acier;Tube rectangle 30x15x2mm en acier;tube-rectangulaire;r1;4;mm;fiche fournisseur publiée sur le site — TUBE CARRE ACIERS GROSJEAN 4.pdf (EN 10219) — rayon extérieur, non affiché;;poids site 1.31 kg/m ≠ fournisseur 1.23 kg/m (écart > 3 %) : non affiché
tube-rectangle-30x15x2mm-en-acier;Tube rectangle 30x15x2mm en acier;tube-rectangulaire;poids;1,31;kg/m;site actuel — fiche produit — écart > 3 % avec le poids fournisseur 1.23 kg/m, non affiché (questions en attente);oui;poids site 1.31 kg/m ≠ fournisseur 1.23 kg/m (écart > 3 %) : non affiché
tube-rectangle-30x15x2mm-en-acier;Tube rectangle 30x15x2mm en acier;tube-rectangulaire;procede;Formé à froid;;site actuel — description de la fiche (« formage à froid à partir de tôles laminées à chaud »);;poids site 1.31 kg/m ≠ fournisseur 1.23 kg/m (écart > 3 %) : non affiché
tube-rectangle-30x15x2mm-en-acier;Tube rectangle 30x15x2mm en acier;tube-rectangulaire;finition;BRUT;;vraies photos du site actuel (tubes, groupes G045 et G048) — non affichée;oui;poids site 1.31 kg/m ≠ fournisseur 1.23 kg/m (écart > 3 %) : non affiché
tube-rectangle-30x20x2mm-en-acier;Tube rectangle 30x20x2mm en acier;tube-rectangulaire;serie;TR;;nom du produit;;poids site 1.47 kg/m ≠ fournisseur 1.39 kg/m (écart > 3 %) : non affiché
tube-rectangle-30x20x2mm-en-acier;Tube rectangle 30x20x2mm en acier;tube-rectangulaire;h;30;mm;nom du produit;;poids site 1.47 kg/m ≠ fournisseur 1.39 kg/m (écart > 3 %) : non affiché
tube-rectangle-30x20x2mm-en-acier;Tube rectangle 30x20x2mm en acier;tube-rectangulaire;b;20;mm;nom du produit;;poids site 1.47 kg/m ≠ fournisseur 1.39 kg/m (écart > 3 %) : non affiché
tube-rectangle-30x20x2mm-en-acier;Tube rectangle 30x20x2mm en acier;tube-rectangulaire;t;2;mm;nom du produit;;poids site 1.47 kg/m ≠ fournisseur 1.39 kg/m (écart > 3 %) : non affiché
tube-rectangle-30x20x2mm-en-acier;Tube rectangle 30x20x2mm en acier;tube-rectangulaire;r1;4;mm;fiche fournisseur publiée sur le site — TUBE CARRE ACIERS GROSJEAN 4.pdf (EN 10219) — rayon extérieur, non affiché;;poids site 1.47 kg/m ≠ fournisseur 1.39 kg/m (écart > 3 %) : non affiché
tube-rectangle-30x20x2mm-en-acier;Tube rectangle 30x20x2mm en acier;tube-rectangulaire;poids;1,47;kg/m;site actuel — fiche produit — écart > 3 % avec le poids fournisseur 1.39 kg/m, non affiché (questions en attente);oui;poids site 1.47 kg/m ≠ fournisseur 1.39 kg/m (écart > 3 %) : non affiché
tube-rectangle-30x20x2mm-en-acier;Tube rectangle 30x20x2mm en acier;tube-rectangulaire;procede;Formé à froid;;site actuel — description de la fiche (« formage à froid à partir de tôles laminées à chaud »);;poids site 1.47 kg/m ≠ fournisseur 1.39 kg/m (écart > 3 %) : non affiché
tube-rectangle-30x20x2mm-en-acier;Tube rectangle 30x20x2mm en acier;tube-rectangulaire;finition;BRUT;;vraies photos du site actuel (tubes, groupes G045 et G048) — non affichée;oui;poids site 1.47 kg/m ≠ fournisseur 1.39 kg/m (écart > 3 %) : non affiché
tube-rectangle-40x20x2mm-en-acier;Tube rectangle 40x20x2mm en acier;tube-rectangulaire;serie;TR;;nom du produit;;poids site 1.79 kg/m ≠ fournisseur 1.71 kg/m (écart > 3 %) : non affiché
tube-rectangle-40x20x2mm-en-acier;Tube rectangle 40x20x2mm en acier;tube-rectangulaire;h;40;mm;nom du produit;;poids site 1.79 kg/m ≠ fournisseur 1.71 kg/m (écart > 3 %) : non affiché
tube-rectangle-40x20x2mm-en-acier;Tube rectangle 40x20x2mm en acier;tube-rectangulaire;b;20;mm;nom du produit;;poids site 1.79 kg/m ≠ fournisseur 1.71 kg/m (écart > 3 %) : non affiché
tube-rectangle-40x20x2mm-en-acier;Tube rectangle 40x20x2mm en acier;tube-rectangulaire;t;2;mm;nom du produit;;poids site 1.79 kg/m ≠ fournisseur 1.71 kg/m (écart > 3 %) : non affiché
tube-rectangle-40x20x2mm-en-acier;Tube rectangle 40x20x2mm en acier;tube-rectangulaire;r1;4;mm;fiche fournisseur publiée sur le site — TUBE CARRE ACIERS GROSJEAN 4.pdf (EN 10219) — rayon extérieur, non affiché;;poids site 1.79 kg/m ≠ fournisseur 1.71 kg/m (écart > 3 %) : non affiché
tube-rectangle-40x20x2mm-en-acier;Tube rectangle 40x20x2mm en acier;tube-rectangulaire;poids;1,79;kg/m;site actuel — fiche produit — écart > 3 % avec le poids fournisseur 1.71 kg/m, non affiché (questions en attente);oui;poids site 1.79 kg/m ≠ fournisseur 1.71 kg/m (écart > 3 %) : non affiché
tube-rectangle-40x20x2mm-en-acier;Tube rectangle 40x20x2mm en acier;tube-rectangulaire;procede;Formé à froid;;site actuel — description de la fiche (« formage à froid à partir de tôles laminées à chaud »);;poids site 1.79 kg/m ≠ fournisseur 1.71 kg/m (écart > 3 %) : non affiché
tube-rectangle-40x20x2mm-en-acier;Tube rectangle 40x20x2mm en acier;tube-rectangulaire;finition;BRUT;;vraies photos du site actuel (tubes, groupes G045 et G048) — non affichée;oui;poids site 1.79 kg/m ≠ fournisseur 1.71 kg/m (écart > 3 %) : non affiché
tube-rectangle-40x20x3mm-en-acier;Tube rectangle 40x20x3mm en acier;tube-rectangulaire;serie;TR;;nom du produit;;poids site 2.59 kg/m ≠ fournisseur 2.41 kg/m (écart > 3 %) : non affiché
tube-rectangle-40x20x3mm-en-acier;Tube rectangle 40x20x3mm en acier;tube-rectangulaire;h;40;mm;nom du produit;;poids site 2.59 kg/m ≠ fournisseur 2.41 kg/m (écart > 3 %) : non affiché
tube-rectangle-40x20x3mm-en-acier;Tube rectangle 40x20x3mm en acier;tube-rectangulaire;b;20;mm;nom du produit;;poids site 2.59 kg/m ≠ fournisseur 2.41 kg/m (écart > 3 %) : non affiché
tube-rectangle-40x20x3mm-en-acier;Tube rectangle 40x20x3mm en acier;tube-rectangulaire;t;3;mm;nom du produit;;poids site 2.59 kg/m ≠ fournisseur 2.41 kg/m (écart > 3 %) : non affiché
tube-rectangle-40x20x3mm-en-acier;Tube rectangle 40x20x3mm en acier;tube-rectangulaire;r1;6;mm;fiche fournisseur publiée sur le site — TUBE CARRE ACIERS GROSJEAN 4.pdf (EN 10219) — rayon extérieur, non affiché;;poids site 2.59 kg/m ≠ fournisseur 2.41 kg/m (écart > 3 %) : non affiché
